open,high,low,close,volume,vwap,timestamp,transactions,otc
147.01,149.17,146.55,148.76,76378894.0,148.329,1634616000000,532883,
148.7,149.7539,148.12,149.26,58418788.0,149.0905,1634702400000,437977,
148.81,149.64,147.87,149.48,61345990.0,149.0317,1634788800000,418119,
149.69,150.18,148.64,148.69,58855143.0,149.2955,1634875200000,437719,
148.68,149.37,147.6211,148.64,50220555.0,148.5067,1635134400000,425021,
149.33,150.84,149.0101,149.32,60893393.0,149.5911,1635220800000,459692,
149.36,149.73,148.49,148.85,56094929.0,149.1193,1635307200000,407592,
149.82,153.165,149.72,152.57,100064388.0,151.5945,1635393600000,749706,
147.215,149.94,146.4128,149.8,124953168.0,148.3331,1635480000000,863685,
148.985,149.7,147.8,148.96,74588257.0,148.8099,1635739200000,529659,
148.66,151.57,148.65,150.02,69121986.0,150.3583,1635825600000,517391,
150.39,151.97,149.82,151.49,54511532.0,150.9171,1635912000000,399115,
151.58,152.43,150.64,150.96,60394613.0,151.3974,1635998400000,457989,
151.89,152.2,150.06,151.28,65163883.0,151.0887,1636084800000,424255,
151.41,151.57,150.16,150.44,55020868.0,150.8187,1636347600000,416754,
150.2,151.428,150.0601,150.81,56787930.0,150.792,1636434000000,455006,
150.02,150.13,147.85,147.92,65160017.0,148.6034,1636520400000,544210,
148.96,149.43,147.681,147.87,40699950.0,148.169,1636606800000,338584,
148.43,150.4,147.48,149.99,63804006.0,149.3536,1636693200000,404421,
150.37,151.88,149.43,150.0,59182803.0,150.2881,1636952400000,422055,
149.94,151.488,149.34,151.0,59256210.0,150.6976,1637038800000,388990,
150.995,155.0,150.99,153.49,88807000.0,153.5371,1637125200000,625976,
153.71,158.67,153.05,157.87,137777673.0,156.3264,1637211600000,865061,
157.65,161.02,156.5328,160.55,117264897.0,159.5736,1637298000000,816964,
161.68,165.7,161.0,161.02,117427889.0,163.5891,1637557200000,890334,
161.12,161.8,159.0601,161.41,96022899.0,160.3405,1637643600000,712377,
160.75,162.14,159.64,161.94,69263623.0,161.1093,1637730000000,505241,
159.565,160.45,156.36,156.81,76940752.0,157.8439,1637902800000,666767,
159.37,161.19,158.7901,160.24,88498217.0,160.1333,1638162000000,663948,
159.985,165.52,159.92,165.3,173958056.0,163.775,1638248400000,1139625,
167.48,170.3,164.53,164.77,152303002.0,167.6855,1638334800000,1191148,
158.735,164.2,157.8,163.76,136739174.0,161.8301,1638421200000,1163153,
164.02,164.96,159.72,161.84,117949416.0,161.8243,1638507600000,950980,
164.29,167.8799,164.28,165.32,107496982.0,165.8234,1638766800000,840677,
169.08,171.58,168.34,171.18,120356951.0,170.5609,1638853200000,834819,
172.125,175.96,170.7,175.08,116982099.0,174.0176,1638939600000,871401,
174.91,176.75,173.92,174.56,108923738.0,175.277,1639026000000,786129,
175.205,179.63,174.69,179.45,115402731.0,177.2721,1639112400000,855797,
181.115,182.13,175.53,175.74,153237019.0,178.5988,1639371600000,1148448,
175.25,177.74,172.21,174.33,139356181.0,174.4001,1639458000000,985603,
175.11,179.5,172.3108,179.3,131063257.0,176.0771,1639544400000,937053,
179.28,181.14,170.75,172.26,150185842.0,174.4138,1639630800000,1202731,
169.93,173.47,169.69,171.14,194579041.0,171.2628,1639717200000,994729,
168.28,170.58,167.46,169.75,107499114.0,169.2626,1639976400000,816118,
171.555,173.2,169.12,172.99,91167005.0,171.4815,1640062800000,651088,
173.04,175.86,172.15,175.64,92135303.0,174.3316,1640149200000,643554,
175.85,176.8499,175.27,176.28,68356567.0,176.1477,1640235600000,502547,
177.085,180.42,177.07,180.33,74901582.0,179.0573,1640581200000,630107,
180.16,181.33,178.53,179.29,78894335.0,179.7048,1640667600000,631766,
179.33,180.63,178.14,179.38,62348931.0,179.4557,1640754000000,491790,
179.47,180.57,178.09,178.2,59773014.0,179.3744,1640840400000,498664,
178.085,179.23,177.26,177.57,64062261.0,177.8004,1640926800000,451687,
177.83,182.88,177.71,182.01,104677470.0,181.4156,1641186000000,772691,
182.63,182.94,179.12,179.7,99110438.0,180.5574,1641272400000,831890,
179.61,180.17,174.64,174.92,94535602.0,177.2884,1641358800000,848513,
172.7,175.3,171.64,172.0,96882954.0,173.08,1641445200000,960340,
172.89,174.14,171.03,172.17,86709147.0,172.4383,1641531600000,716881,
169.08,172.5,168.17,172.19,106754551.0,170.2886,1641790800000,956337,
172.32,175.18,170.82,175.08,76138312.0,173.6337,1641877200000,649652,
176.12,177.18,174.82,175.53,74805173.0,175.8343,1641963600000,642756,
175.78,176.62,171.79,172.19,84405760.0,173.9711,1642050000000,692343,
171.34,173.78,171.09,173.07,80440778.0,172.3612,1642136400000,672552,
171.51,172.54,169.405,169.8,91063979.0,170.5404,1642482000000,780899,
170.0,171.08,165.94,166.23,94814990.0,168.2999,1642568400000,824022,
166.98,169.68,164.18,164.51,91420515.0,167.0706,1642654800000,795585,
164.415,166.33,162.3,162.41,122824858.0,163.8807,1642741200000,1079476,
160.02,162.3,154.7,161.62,162706686.0,158.6897,1643000400000,1632710,
158.98,162.76,157.02,159.78,115777137.0,159.4274,1643086800000,1008306,
163.5,164.3894,157.82,159.69,108275307.0,161.41,1643173200000,1017706,
162.45,163.84,158.28,159.22,121954638.0,161.2969,1643259600000,1161003,
165.71,170.35,162.8,170.33,179435660.0,167.3083,1643346000000,1518049,
170.16,175.0,169.51,174.78,115522090.0,173.1568,1643605200000,933480,
174.01,174.84,172.31,174.61,85595911.0,173.7061,1643691600000,735250,
174.745,175.88,173.33,175.84,84914158.0,174.9413,1643778000000,676308,
174.48,176.2399,172.12,172.9,89418074.0,174.3835,1643864400000,724838,
171.68,174.1,170.68,172.39,82446700.0,172.3165,1643950800000,702966,
172.86,173.9458,170.95,171.66,77251204.0,172.4426,1644210000000,571410,
171.73,175.35,171.43,174.83,74829217.0,173.8127,1644296400000,634268,
176.05,176.65,174.9,176.28,71204538.0,175.8287,1644382800000,573996,
174.14,175.48,171.55,172.12,90715899.0,173.5408,1644469200000,761963,
172.33,173.08,168.04,168.64,98490687.0,170.1997,1644555600000,815714,
167.37,169.58,166.56,168.88,86185530.0,168.3917,1644814800000,757491,
170.97,172.95,170.25,172.79,64286317.0,171.6596,1644901200000,562851,
171.85,173.34,170.05,172.55,61139697.0,171.6489,1644987600000,543032,
171.03,171.91,168.47,168.88,69589344.0,170.1812,1645074000000,584118,
169.82,170.5413,166.19,167.3,82772674.0,167.7969,1645160400000,687677,
164.98,166.69,162.15,164.32,91148358.0,164.5551,1645506000000,897217,
165.54,166.15,159.75,160.07,90009247.0,162.1577,1645592400000,820313,
152.58,162.85,152.0,162.74,141147540.0,158.0144,1645678800000,1383829,
163.84,165.12,160.8738,164.85,91974222.0,163.7895,1645765200000,812155,
163.06,165.42,162.43,165.12,95056629.0,164.268,1646024400000,791485,
164.695,166.6,161.97,163.2,83468865.0,164.16,1646110800000,749653,
164.39,167.36,162.95,166.56,79724750.0,165.8095,1646197200000,668260,
168.47,168.91,165.55,166.23,76678441.0,166.918,1646283600000,651764,
164.49,165.55,162.1,163.17,83819592.0,163.398,1646370000000,743696,
163.36,165.02,159.04,159.3,96418845.0,161.4026,1646629200000,847057,
158.82,162.88,155.8,157.44,131139480.0,158.7737,1646715600000,1139149,
161.475,163.41,159.41,162.95,91445405.0,161.9446,1646802000000,733685,
160.2,160.39,155.98,158.52,105342033.0,158.0284,1646888400000,882861,
158.93,159.28,154.5,154.73,96917302.0,156.1598,1646974800000,880727,
151.45,154.12,150.1,150.62,108712111.0,151.683,1647230400000,969357,
150.9,155.57,150.38,155.09,92964302.0,153.4741,1647316800000,719955,
157.05,160.0,154.46,159.59,102300157.0,157.6528,1647403200000,833066,
158.61,161.0,157.63,160.62,75615376.0,159.4208,1647489600000,629003,
160.51,164.48,159.76,163.98,122610172.0,162.5971,1647576000000,713986,
163.51,166.35,163.015,165.38,95811352.0,164.7355,1647835200000,721125,
165.51,169.42,164.91,168.82,81532007.0,168.2308,1647921600000,638943,
167.99,172.64,167.65,170.21,98062674.0,170.7915,1648008000000,784481,
171.06,174.14,170.21,174.07,90131418.0,172.2655,1648094400000,688102,
173.88,175.28,172.75,174.72,80529356.0,174.0232,1648180800000,663600,
172.17,175.73,172.0,175.6,90371916.0,174.3754,1648440000000,716107,
176.69,179.01,176.34,178.96,99459940.0,177.8604,1648526400000,775943,
178.55,179.61,176.7,177.77,91340654.0,178.1191,1648612800000,695863,
177.84,178.03,174.4,174.61,103049285.0,175.8765,1648699200000,716272,
174.03,174.88,171.94,174.31,78251328.0,173.4143,1648785600000,661160,
174.57,178.49,174.44,178.44,76545983.0,177.4855,1649044800000,630374,
177.5,178.3,174.415,175.06,73401786.0,175.9791,1649131200000,621541,
172.36,173.63,170.13,171.83,89058782.0,171.7887,1649217600000,769485,
171.16,173.36,169.85,172.14,77594650.0,171.8049,1649304000000,628352,
171.78,171.78,169.2,170.09,76534208.0,170.5154,1649390400000,614848,
168.71,169.03,165.5,165.75,72246706.0,166.692,1649649600000,677210,
168.02,169.87,166.64,167.66,79265181.0,168.0916,1649736000000,678461,
167.39,171.04,166.77,170.4,70618925.0,169.6805,1649822400000,558072,
170.62,171.27,165.04,165.29,75069376.0,167.2264,1649908800000,596848,
163.92,166.5984,163.57,165.07,69023941.0,164.9284,1650254400000,576791,
165.02,167.82,163.91,167.4,67723833.0,166.5491,1650340800000,548306,
168.76,168.88,166.1,167.23,67929814.0,167.3492,1650427200000,595063,
168.91,171.53,165.91,166.42,87227768.0,168.8014,1650513600000,752017,
166.46,167.8699,161.5,161.79,84875424.0,164.2289,1650600000000,730001,
161.12,163.17,158.46,162.88,96017376.0,160.7032,1650859200000,925124,
162.25,162.34,156.72,156.8,95595226.0,158.6074,1650945600000,899965,
155.91,159.79,155.38,156.57,88063191.0,157.4448,1651032000000,777860,
159.25,164.515,158.93,163.64,130149192.0,161.8622,1651118400000,1126019,
161.84,166.2,157.25,157.65,131747495.0,160.7133,1651204800000,1032218,
156.71,158.23,153.27,157.96,123050000.0,156.0357,1651464000000,1154671,
158.15,160.71,156.32,159.48,88966526.0,158.8014,1651550400000,706626,
159.67,166.48,159.26,166.02,108206503.0,162.4245,1651636800000,873681,
163.85,164.08,154.95,156.77,130419230.0,158.143,1651723200000,1164746,
156.01,159.44,154.18,157.28,115494647.0,157.3298,1651809600000,1023008,
154.925,155.83,151.49,152.06,131577921.0,153.1029,1652068800000,1103707,
155.52,156.74,152.93,154.51,115366736.0,154.8376,1652155200000,988257,
153.5,155.45,145.81,146.5,142547625.0,149.4468,1652241600000,1310796,
142.77,146.2,138.8,142.56,182408091.0,142.066,1652328000000,1678454,
144.59,148.105,143.11,147.11,113990852.0,146.3255,1652414400000,920506,
145.55,147.5199,144.18,145.54,86643781.0,145.7814,1652673600000,699719,
148.86,149.77,146.68,149.24,78138254.0,148.443,1652760000000,609263,
146.85,147.3601,139.9,140.82,109742890.0,142.6901,1652846400000,982288,
139.88,141.66,136.6,137.35,135863540.0,138.66,1652932800000,1219746,
139.09,140.7,132.61,137.59,137392625.0,136.397,1653019200000,1133362,
137.79,143.26,137.65,143.11,117726265.0,141.4344,1653278400000,851032,
140.805,141.97,137.33,140.36,104132746.0,139.4136,1653364800000,812515,
138.43,141.785,138.34,140.52,92482696.0,140.0769,1653451200000,688316,
137.39,144.34,137.14,143.78,90601098.0,142.3902,1653537600000,670652,
145.39,149.68,145.26,149.64,91425110.0,148.1995,1653624000000,686376,
149.07,150.66,146.84,148.84,103718416.0,149.0998,1653969600000,706652,
149.9,151.74,147.68,148.71,74286635.0,149.3747,1654056000000,629251,
147.83,151.27,146.86,151.21,72348055.0,149.5215,1654142400000,574552,
146.9,147.97,144.46,145.38,88570289.0,145.8127,1654228800000,761195,
147.03,148.5689,144.9,146.14,71598380.0,146.6167,1654488000000,605199,
144.345,149.0,144.1,148.71,67808150.0,147.5529,1654574400000,527360,
148.58,149.8697,147.46,147.96,53950201.0,148.6118,1654660800000,430174,
147.08,147.95,142.53,142.64,69472976.0,145.3266,1654747200000,558178,
140.28,140.76,137.06,137.13,91566637.0,138.1785,1654833600000,826197,
132.87,135.2,131.44,131.88,122128099.0,133.128,1655092800000,1019929,
133.13,133.89,131.48,132.76,84784326.0,132.5738,1655179200000,674981,
134.29,137.34,132.16,135.43,91532972.0,134.625,1655265600000,733275,
132.08,132.39,129.04,130.06,107961508.0,130.4622,1655352000000,909222,
130.065,133.079,129.81,131.56,134520290.0,131.491,1655438400000,744035,
133.42,137.06,133.32,135.87,81000488.0,135.8508,1655784000000,604547,
134.79,137.76,133.91,135.35,73409234.0,135.8581,1655870400000,530526,
136.82,138.59,135.63,138.27,72433768.0,137.2859,1655956800000,554898,
139.9,141.91,139.77,141.66,88401837.0,140.8332,1656043200000,542278,
142.695,143.49,140.965,141.66,70207908.0,142.0413,1656302400000,516175,
142.13,143.422,137.325,137.44,67315328.0,139.3752,1656388800000,546240,
137.46,140.67,136.67,139.23,66242411.0,139.2737,1656475200000,572553,
137.25,138.37,133.7737,136.72,98964467.0,136.476,1656561600000,710706,
136.04,139.04,135.66,138.93,71051552.0,137.4774,1656648000000,558680,
137.77,141.61,136.93,141.56,73429641.0,139.7669,1656993600000,601960,
141.355,144.12,141.08,142.92,74064254.0,142.5582,1657080000000,585624,
143.29,146.55,143.28,146.35,66253709.0,145.6754,1657166400000,539961,
145.265,147.55,145.0,147.04,64543598.0,146.6409,1657252800000,520274,
145.67,146.64,143.78,144.87,63305113.0,145.1524,1657512000000,496267,
145.76,148.45,145.05,145.86,77588759.0,146.7948,1657598400000,579531,
142.99,146.45,142.1201,145.49,71185560.0,145.1932,1657684800000,559357,
144.08,148.95,143.25,148.47,78140744.0,146.591,1657771200000,614951,
149.78,150.86,148.2,150.17,76259931.0,149.5097,1657857600000,550061,
150.74,151.57,146.7,147.07,81380868.0,149.0297,1658116800000,620449,
147.92,151.23,146.91,151.0,82969067.0,149.7493,1658203200000,576469,
151.12,153.72,150.37,153.04,64823413.0,152.6255,1658289600000,523491,
154.5,155.57,151.94,155.35,65064436.0,154.3545,1658376000000,522802,
155.39,156.28,153.41,154.09,66675373.0,154.6233,1658462400000,527310,
154.01,155.04,152.28,152.95,53580745.0,153.3004,1658721600000,487391,
152.265,153.085,150.8,151.6,55099091.0,151.6799,1658808000000,472001,
152.58,157.33,152.16,156.79,78620688.0,155.2412,1658894400000,579181,
156.98,157.64,154.41,157.35,81378731.0,157.4654,1658980800000,738631,
161.24,163.63,159.5,162.51,101763760.0,162.249,1659067200000,773742,
161.01,163.59,160.89,161.51,67778379.0,162.1045,1659326400000,594290,
160.1,162.41,159.63,160.01,59907025.0,160.6921,1659412800000,543549,
160.84,166.59,160.75,166.13,82507488.0,164.9105,1659499200000,682781,
166.005,167.19,164.43,165.81,55474144.0,165.5946,1659585600000,525012,
163.21,165.85,163.0,165.35,56696985.0,164.7432,1659672000000,491310,
166.37,167.81,164.2,164.87,60362338.0,165.8939,1659931200000,540017,
164.02,165.82,163.25,164.92,63075503.0,164.8395,1660017600000,480552,
167.68,169.34,166.9,169.24,70170540.0,168.3496,1660104000000,559789,
170.06,170.99,168.19,168.49,57142109.0,169.3737,1660190400000,507914,
169.82,172.17,169.4,172.1,68039382.0,171.0754,1660276800000,557624,
171.52,173.39,171.345,173.19,54091694.0,172.6254,1660536000000,501625,
172.78,173.71,171.6618,173.03,56377050.0,172.7427,1660622400000,515134,
172.77,176.15,172.57,174.55,79542037.0,174.3135,1660708800000,686577,
173.75,174.9,173.12,174.15,62290075.0,174.1366,1660795200000,545655,
173.03,173.74,171.3101,171.52,70336995.0,172.2302,1660881600000,573126,
169.69,169.86,167.135,167.57,68975809.0,168.2677,1661140800000,620800,
167.08,168.71,166.65,167.23,54147079.0,167.6231,1661227200000,494686,
167.32,168.11,166.245,167.53,53841524.0,167.3144,1661313600000,476970,
168.78,170.14,168.35,170.03,51218209.0,169.3503,1661400000000,465398,
170.57,171.05,163.56,163.62,78960980.0,165.9997,1661486400000,722008,
161.145,162.9,159.82,161.38,73313953.0,161.5291,1661745600000,640593,
162.13,162.56,157.72,158.91,77906197.0,159.2926,1661832000000,644671,
160.305,160.58,157.14,157.22,87991091.0,158.3972,1661918400000,606827,
156.64,158.42,154.67,157.96,74229896.0,156.5232,1662004800000,654667,
159.75,160.362,154.965,155.81,76807768.0,157.6597,1662091200000,646414,
156.47,157.09,153.69,154.53,73714843.0,155.012,1662436800000,687436,
154.825,156.67,153.61,155.96,87293824.0,155.306,1662523200000,696954,
154.64,156.36,152.68,154.46,84909447.0,154.3949,1662609600000,697264,
155.47,157.82,154.75,157.37,68081006.0,156.6625,1662696000000,532851,
159.59,164.26,159.3,163.43,104955962.0,162.4763,1662955200000,801512,
159.9,160.54,153.37,153.84,122651554.0,156.1544,1663041600000,1018108,
154.785,157.1,153.6106,155.31,87935409.0,155.2607,1663128000000,716065,
154.65,155.24,151.38,152.37,90481110.0,153.0058,1663214400000,741143,
151.21,151.35,148.37,150.7,160940131.0,150.2326,1663300800000,850351,
149.31,154.56,149.1,154.48,81474246.0,152.5543,1663560000000,671956,
153.4,158.08,153.08,156.9,107639796.0,156.1314,1663646400000,792170,
157.34,158.74,153.6,153.72,101696790.0,156.2959,1663732800000,785023,
152.38,154.47,150.91,152.74,86652542.0,152.5709,1663819200000,686879,
151.19,151.47,148.56,150.43,96029909.0,150.0222,1663905600000,766882,
149.66,153.7701,149.64,150.77,93339409.0,151.5222,1664164800000,747666,
152.74,154.72,149.945,151.76,84282741.0,152.1335,1664251200000,683776,
147.64,150.6414,144.84,149.84,146661387.0,147.5981,1664337600000,1142717,
146.1,146.72,140.68,142.48,128138237.0,142.9002,1664424000000,1067281,
141.28,143.1,138.0,138.2,124910274.0,140.3818,1664510400000,947003,
138.21,143.07,137.685,142.45,114311663.0,141.2135,1664769600000,838786,
145.03,146.22,144.26,146.1,87780064.0,145.4907,1664856000000,687504,
144.075,147.38,143.01,146.4,79269968.0,145.2495,1664942400000,605861,
145.81,147.54,145.22,145.43,68308669.0,146.0741,1665028800000,538671,
142.54,143.1,139.445,140.09,85925559.0,140.7932,1665115200000,666459,
140.42,141.89,138.5729,140.42,74899002.0,140.1978,1665374400000,620863,
139.9,141.35,138.22,138.98,77001872.0,139.5393,1665460800000,608882,
139.13,140.36,138.16,138.34,69933744.0,139.0968,1665547200000,553185,
134.99,143.59,134.37,142.99,113223975.0,139.7607,1665633600000,874139,
144.31,144.52,138.19,138.38,88597969.0,139.9229,1665720000000,689680,
141.065,142.9,140.27,142.41,85250639.0,141.9529,1665979200000,634583,
145.49,146.7,140.61,143.75,99130632.0,144.0619,1666065600000,785416,
141.69,144.9492,141.5,143.86,61757790.0,143.4441,1666152000000,511348,
143.02,145.89,142.65,143.39,64521989.0,144.2072,1666238400000,517760,
142.87,147.8479,142.649,147.27,86548459.0,145.5191,1666324800000,621571,
147.185,150.23,146.0,149.45,75981918.0,148.3743,1666584000000,653020,
150.09,152.49,149.36,152.34,74682290.0,151.4347,1666670400000,581421,
150.96,151.99,148.04,149.35,87883672.0,150.0488,1666756800000,694793,
148.07,149.046,144.13,144.8,109161970.0,145.3119,1666843200000,944053,
148.2,157.5,147.82,155.74,164762371.0,154.5822,1666929600000,1228075,
153.155,154.24,151.92,153.34,97932271.0,153.2791,1667188800000,726843,
155.08,155.45,149.13,150.65,80379345.0,150.9807,1667275200000,650595,
148.945,152.17,145.0,145.03,93604623.0,148.2186,1667361600000,788400,
142.06,142.8,138.75,138.88,97917166.0,140.1145,1667448000000,871800,
142.09,142.67,134.38,138.38,140494796.0,137.3583,1667534400000,1161631,
137.11,139.145,135.671,138.92,83364228.0,137.4671,1667797200000,715005,
140.41,141.43,137.49,139.5,89908477.0,139.5702,1667883600000,637312,
138.5,138.55,134.5933,134.87,74903262.0,135.9897,1667970000000,632982,
141.24,146.87,139.5,146.87,118854028.0,144.1322,1668056400000,875048,
145.82,150.01,144.37,149.7,93966273.0,148.1929,1668142800000,742241,
148.97,150.28,147.43,148.28,73374114.0,148.7236,1668402000000,576289,
152.215,153.59,148.5613,150.04,89868332.0,151.2356,1668488400000,703669,
149.13,149.87,147.29,148.79,64218266.0,148.6596,1668574800000,472247,
146.43,151.48,146.15,150.72,80389400.0,149.706,1668661200000,563714,
152.305,152.7,149.97,151.29,74829573.0,151.1944,1668747600000,514103,
150.16,150.37,147.715,148.01,58724070.0,148.4817,1669006800000,504777,
148.13,150.42,146.925,150.18,51804132.0,149.1957,1669093200000,405185,
149.45,151.83,149.34,151.07,58283895.0,150.7871,1669179600000,444423,
148.305,148.88,147.12,148.11,35195860.0,148.1668,1669352400000,319570,
145.14,146.64,143.38,144.22,69346522.0,144.782,1669611600000,614357,
144.29,144.81,140.355,141.17,83736803.0,142.0517,1669698000000,713280,
141.395,148.72,140.55,148.03,111314880.0,145.1721,1669784400000,707647,
148.21,149.13,146.61,148.31,71250416.0,148.105,1669870800000,525985,
145.96,148.0,145.65,147.81,65438446.0,146.8594,1669957200000,464550,
147.77,150.9199,145.77,146.63,68826442.0,147.6384,1670216400000,586791,
147.075,147.3,141.92,142.91,64727186.0,143.7902,1670302800000,537304,
142.19,143.37,140.0,140.94,69721094.0,141.1601,1670389200000,565392,
142.36,143.52,141.1,142.65,62128338.0,142.5153,1670475600000,456121,
142.34,145.57,140.9,142.16,76084511.0,143.2204,1670562000000,530236,
142.7,144.5,141.06,144.49,70462654.0,143.0063,1670821200000,492710,
149.5,149.9692,144.24,145.47,93486161.0,146.5933,1670907600000,706525,
145.35,146.655,141.16,143.21,82211182.0,144.2495,1670994000000,597870,
141.11,141.8,136.025,136.5,98463907.0,137.6359,1671080400000,879346,
136.685,137.65,133.73,134.51,160063600.0,134.9476,1671166800000,821076,
135.11,135.2,131.32,132.37,79592614.0,132.4667,1671426000000,705820,
131.39,133.25,129.89,132.3,77430718.0,131.8489,1671512400000,640693,
132.98,136.81,132.75,135.45,85927993.0,135.315,1671598800000,588684,
134.352,134.56,130.3,132.23,77696108.0,131.8997,1671685200000,643294,
130.92,132.415,129.64,131.86,63802893.0,131.1521,1671771600000,541274,
131.38,131.41,128.72,130.03,69007830.0,129.9522,1672117200000,608331,
129.67,131.0275,125.87,126.04,85438391.0,127.5918,1672203600000,762246,
127.99,130.4814,127.73,129.61,75501810.0,129.4879,1672290000000,598204,
128.41,129.95,127.43,129.93,76204209.0,128.8013,1672376400000,592655,
130.28,130.9,124.17,125.07,112117471.0,125.725,1672722000000,1021065,
126.89,128.6557,125.08,126.36,89100633.0,126.6464,1672808400000,770042,
127.13,127.77,124.76,125.02,80716808.0,126.0883,1672894800000,665458,
126.01,130.29,124.89,129.62,87754715.0,128.1982,1672981200000,711520,
130.465,133.41,129.89,130.15,70790813.0,131.6292,1673240400000,645365,
130.26,131.2636,128.12,130.73,63896155.0,129.822,1673326800000,554940,
131.25,133.51,130.46,133.49,69458949.0,132.3081,1673413200000,561278,
133.88,134.26,131.44,133.41,71379648.0,133.171,1673499600000,635331,
132.03,134.92,131.66,134.76,57809719.0,133.6773,1673586000000,537385,
134.83,137.29,134.13,135.94,63612627.0,135.7587,1673931600000,595831,
136.815,138.61,135.03,135.21,69672800.0,136.3316,1674018000000,578304,
134.08,136.25,133.77,135.27,58280413.0,134.9653,1674104400000,491674,
135.28,138.02,134.22,137.87,80200655.0,136.3762,1674190800000,552230,
138.12,143.315,137.9,141.11,81760313.0,141.2116,1674450000000,719288,
140.305,143.16,140.3,142.53,66435142.0,142.0507,1674536400000,498679,
140.89,142.43,138.81,141.86,65799349.0,140.7526,1674622800000,536505,
143.17,144.25,141.9,143.96,54105068.0,143.3429,1674709200000,472135,
143.155,147.23,143.08,145.93,70547743.0,145.8365,1674795600000,560022,
144.955,145.55,142.85,143.0,64015274.0,143.6524,1675054800000,551111,
142.7,144.34,142.28,144.29,65874459.0,143.6473,1675141200000,468170,
143.97,146.61,141.32,145.43,77663426.0,143.8723,1675227600000,693374,
148.9,151.18,148.17,150.82,118338980.0,149.3764,1675314000000,996203,
148.03,157.38,147.83,154.5,154338835.0,154.2437,1675400400000,1141350,
152.575,153.1,150.78,151.73,69771906.0,152.0939,1675659600000,583517,
150.64,155.23,150.64,154.65,83322551.0,153.4202,1675746000000,661767,
153.88,154.58,151.168,151.92,63620079.0,152.3636,1675832400000,524140,
153.775,154.33,150.42,150.87,55994243.0,152.2769,1675918800000,471973,
149.46,151.3401,149.22,151.01,57388108.0,150.4054,1676005200000,443405,
